feed,title,long_url,short_url
gNews,Bkav exported its first AI View security cameras to the United States | The Plunge Daily - Plunge Daily,https://mybigplunge.com/cybersecurity/bkav-exported-its-first-ai-view-security-cameras-to-the-united-states/,https://j.mp/32NHp1d
