feed,title,long_url,short_url
gNews,"Privacy & Cybersecurity Update - April 2021 | Skadden, Arps, Slate, Meagher & Flom LLP - JDSupra - JD Supra",https://www.jdsupra.com/legalnews/privacy-cybersecurity-update-april-2021-9759870/,https://j.mp/3nIs9w5
