feed,title,long_url,short_url
gNews,WISeKey Acquires 51% of arago's Share Capital and Signs a Binding Term Sheet to Acquire the 49% Remaining Minority Interest; the Combined Company Becomes a Leader in the Cybersecurity AI-Powered Knowledge Automation Market - Benzinga,https://www.benzinga.com/pressreleases/21/02/g19412549/wisekey-acquires-51-of-aragos-share-capital-and-signs-a-binding-term-sheet-to-acquire-the-49-remai,https://j.mp/2L72tud
