feed,title,long_url,short_url
gNews,Cybersecurity at FireEye: Human+AI | SMU Newsroom - Perspectives@SMU,https://news.smu.edu.sg/news/2021/05/07/cybersecurity-fireeye-humanai,https://j.mp/3nOwePk
