feed,title,long_url,short_url
NVD-NIST,CVE-2020-13407 (securetrack),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-13407,https://j.mp/2NmfqBb
NVD-NIST,CVE-2020-13408 (securetrack),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-13408,https://j.mp/3agshOm
NVD-NIST,CVE-2020-13409 (securetrack),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-13409,https://j.mp/3rKFqoA
NVD-NIST,CVE-2020-13947 (activemq),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-13947,https://j.mp/2ZdYtLT
NVD-NIST,CVE-2021-21240 (httplib2),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-21240,https://j.mp/2MZlGyS
NVD-NIST,CVE-2021-21304 (dynamoose),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-21304,https://j.mp/3d6GHCd
NVD-NIST,CVE-2021-25834 (ethermint),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-25834,https://j.mp/3tTy2ZN
NVD-NIST,CVE-2021-25835 (ethermint),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-25835,https://j.mp/3pgD5A0
NVD-NIST,CVE-2021-25836 (ethermint),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-25836,https://j.mp/3rFkTBU
NVD-NIST,CVE-2021-25837 (ethermint),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-25837,https://j.mp/2N15IEf
NVD-NIST,CVE-2021-26539 (sanitize-html),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-26539,https://j.mp/3ad23vP
NVD-NIST,CVE-2021-26540 (sanitize-html),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-26540,https://j.mp/2MZlDmG
NVD-NIST,CVE-2021-26938 (henriquedornas),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-26938,https://j.mp/3jGp9yi
NVD-NIST,CVE-2021-26952 (ms3d),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-26952,https://j.mp/2MT9GPw
