feed,title,long_url,short_url
TheHackerNews,Cybersecurity Firm FireEye Got Hacked; Red-Team Pentest Tools Stolen,https://thehackernews.com/2020/12/cybersecurity-firm-fireeye-got-hacked.html,https://j.mp/3lVpEUJ
