feed,title,long_url,short_url
gNews,Can Russia and Turkey cooperate in cyberspace? | Daily Sabah - Daily Sabah,https://www.dailysabah.com/opinion/op-ed/can-russia-and-turkey-cooperate-in-cyberspace,https://j.mp/3a0Rj47
