feed,title,long_url,short_url
gNews,"IT Employment Looks Up; Data, Cybersecurity Skills in Demand - InformationWeek",https://www.informationweek.com/strategic-cio/it-employment-looks-up-data-cybersecurity-skills-in-demand/d/d-id/1339418?,https://j.mp/3f1t06R
