feed,title,long_url,short_url
gNews,"Ginger advisory board adds former US rep., cybersecurity officer; Hinge Health, Babylon Health update their exec teams; and more digital health hires - Mobihealth News",https://www.mobihealthnews.com/news/ginger-advisory-board-adds-former-us-rep-cybersecurity-officer-hinge-health-babylon-health,https://j.mp/3rurNKA
