feed,title,long_url,short_url
PacketstormSecurity,Trump Axes Cyber Chief Who Debunked Claims Of Election Fraud,https://packetstormsecurity.com/news/view/31771/Trump-Axes-Cyber-Chief-Who-Debunked-Claims-Of-Election-Fraud.html,https://j.mp/35F5Obc
PacketstormSecurity,"ZeroLogon Exploited In Automotive, Industrial Attack Wave",https://packetstormsecurity.com/news/view/31770/ZeroLogon-Exploited-In-Automotive-Industrial-Attack-Wave.html,https://j.mp/2UFth60
PacketstormSecurity,NSO Channels Hollywood Spy Thrillers In Legal Defense With WhatsApp,https://packetstormsecurity.com/news/view/31772/NSO-Channels-Hollywood-Spy-Thrillers-In-Legal-Defense-With-WhatsApp.html,https://j.mp/3kHOPJJ
PacketstormSecurity,The Worst Passwords Of 2020 Are Here And They Are Horrifying,https://packetstormsecurity.com/news/view/31773/The-Worst-Passwords-Of-2020-Are-Here-And-They-Are-Horrifying.html,https://j.mp/2HdqSw5
PacketstormSecurity,Avaya Web License Manager XML Injection,https://packetstormsecurity.com/files/160123/SA-20201117-0.txt,https://j.mp/3lM5SeX
PacketstormSecurity,WordPress Fancy Product Designer For WooCommerce 4.5.1 File Upload,https://packetstormsecurity.com/files/160121/wpfpdw451-upload.txt,https://j.mp/3fdsulW
PacketstormSecurity,WordPress Fancy Product Designer For WooCommerce Cross Site Scripting,https://packetstormsecurity.com/files/160120/wpfpdw-xss.txt,https://j.mp/32YSoFs
PacketstormSecurity,Red Hat Security Advisory 2020-5146-01,https://packetstormsecurity.com/files/160119/RHSA-2020-5146-01.txt,https://j.mp/35FgLJO
PacketstormSecurity,Red Hat Security Advisory 2020-5139-01,https://packetstormsecurity.com/files/160116/RHSA-2020-5139-01.txt,https://j.mp/3kJCAw4
PacketstormSecurity,Red Hat Security Advisory 2020-5138-01,https://packetstormsecurity.com/files/160115/RHSA-2020-5138-01.txt,https://j.mp/3feMTHE
PacketstormSecurity,Red Hat Security Advisory 2020-5135-01,https://packetstormsecurity.com/files/160114/RHSA-2020-5135-01.txt,https://j.mp/3fcMTYy
PacketstormSecurity,Red Hat Security Advisory 2020-5129-01,https://packetstormsecurity.com/files/160113/RHSA-2020-5129-01.txt,https://j.mp/32VJfxi
PacketstormSecurity,Complaint Management System 1.0 Shell Upload,https://packetstormsecurity.com/files/160122/cms10-shell.txt,https://j.mp/35EYtsm
