feed,title,long_url,short_url
gNews,Turkish digital transformation venture gets $1.7M investment | Daily Sabah - Daily Sabah,https://www.dailysabah.com/business/tech/turkish-digital-transformation-venture-gets-17m-investment,https://j.mp/3tD6siM
