feed,title,long_url,short_url
gNews,ActZero Raises $40 Million; Pitches MDR and AI Security for SMB Customers - MSSP Alert,https://www.msspalert.com/cybersecurity-services-and-products/mdr/actzero-raises-40m-pitches-mdr/,https://j.mp/3qv2Htx
