feed,title,long_url,short_url
gNews,Hanwha Receives UL Cybersecurity Certification For Wisenet 7 Cameras | Security News - SecurityInformed,https://www.securityinformed.com/news/hanwha-techwin-america-receives-ul-cybersecurity-co-9381-ga.1601012274.html,https://j.mp/3lvBBQZ
