feed,title,long_url,short_url
gNews,KPMG India Will Hire 1000 Employees For These Critical Skill-Set; Hiring Will Increase Pan-India - Trak,https://trak.in/tags/business/2021/02/23/kpmg-india-will-1000-employees-for-these-critical-skill-set-hiring-will-increase-pan-india/,https://j.mp/2NTtl1A
