feed,title,long_url,short_url
gNews,Crossword Cybersecurity Plc Takes Over Verifiable Credentials Limited | Security News - SecurityInformed,https://www.securityinformed.com/news/crossword-cybersecurity-plc-acquisition-verifiable-credentials-limited-co-1547210379-ga-co-1622103265-ga.1622104769.html,https://j.mp/3oT2t0a
