feed,title,long_url,short_url
gNews,Self-driving software startup Oxbotica provides software to bring autonomy to any industry; raises €38M - Silicon Canals,https://siliconcanals.com/news/startups/travel-mobility/oxbotica-raises-38m/,https://j.mp/3hQjqEV
