feed,title,long_url,short_url
gNews,An AI-enabled app to keep you safe online; Inside Bharat's growing love for short-form video content - YourStory,https://yourstory.com/2020/12/ai-app-cybersecurity-plant-based-meat-video-twitter-ayurveda,https://j.mp/3htbwS5
