feed,title,long_url,short_url
gNews,4 Tips for Making Sure Your AI Use in Law Is 'Ethical' | Legaltech News - law,https://www.law.com/legaltechnews/2021/03/09/4-tips-for-making-sure-your-ai-use-in-law-is-ethical/,https://j.mp/3eSuC4s
