feed,title,long_url,short_url
TheHackerNews,ProxyLogon PoC Exploit Released; Likely to Fuel More Disruptive Cyber Attacks,https://thehackernews.com/2021/03/proxylogon-exchange-poc-exploit.html,https://j.mp/3rE9D9j
