feed,title,long_url,short_url
gNews,SIA Announces Creation Of SICC For Cybersecurity | Security News - SecurityInformed,https://www.securityinformed.com/news/security-industry-association-announces-creation-security-co-1508-ga-co-3292-ga-co-12751-ga-co-13969-ga.1620802025.html,https://j.mp/3tJQRxo
