feed,title,long_url,short_url
TroyHunt,"Padlocks, Phishing and Privacy; The Value Proposition of a VPN",https://www.troyhunt.com/padlocks-phishing-and-privacy-the-value-proposition-of-a-vpn/,https://j.mp/2RxX3I3
