feed,title,long_url,short_url
gNews,ECS Enters Strategic Partnership with ISM; George Wilson Quoted - ExecutiveGov,https://www.executivegov.com/2020/11/ecs-enters-strategic-partnership-with-ism-george-wilson-quoted/,https://j.mp/3nkP138
