feed,title,long_url,short_url
NVD-NIST,CVE-2020-4535 (openpages_grc_platform),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-4535,https://j.mp/3uQk76X
NVD-NIST,CVE-2021-30211 (knowage),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-30211,https://j.mp/3htiBnw
NVD-NIST,CVE-2021-30212 (knowage),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-30212,https://j.mp/3bsPfSu
NVD-NIST,CVE-2021-30213 (knowage),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-30213,https://j.mp/3eNWy9n
NVD-NIST,CVE-2021-30214 (knowage),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-30214,https://j.mp/3y7pdxX
NVD-NIST,CVE-2021-30504 (intellij_idea),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-30504,https://j.mp/3ybj4k1
NVD-NIST,CVE-2021-31904 (teamcity),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-31904,https://j.mp/3brlLEx
NVD-NIST,CVE-2021-31905 (youtrack),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-31905,https://j.mp/3uQjU3F
NVD-NIST,CVE-2021-31906 (teamcity),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-31906,https://j.mp/3olkap8
NVD-NIST,CVE-2021-31907 (teamcity),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-31907,https://j.mp/2QjYT2t
NVD-NIST,CVE-2021-31909 (teamcity),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-31909,https://j.mp/33KO908
NVD-NIST,CVE-2021-31911 (teamcity),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-31911,https://j.mp/2QjYX2d
NVD-NIST,CVE-2021-32544 (igt+),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32544,https://j.mp/3ogU0nj
