feed,title,long_url,short_url
gNews,Revolut submits application for a bank licence in the UK; here's what to expect - Silicon Canals,https://siliconcanals.com/news/startups/fintech/revolut-submits-application-for-a-bank-licence/,https://j.mp/2LTOMie
