feed,title,long_url,short_url
NVD-NIST,CVE-2021-20482 (cloud_pak_for_automation),https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-20482,https://j.mp/2QZf2u9
NVD-NIST,"CVE-2021-27261 (foxit_reader, phantompdf)",https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27261,https://j.mp/39BUUoh
NVD-NIST,"CVE-2021-27262 (foxit_reader, phantompdf)",https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27262,https://j.mp/3sJ9vpj
NVD-NIST,"CVE-2021-27263 (foxit_reader, phantompdf)",https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27263,https://j.mp/3fyJZ2p
NVD-NIST,"CVE-2021-27264 (foxit_reader, phantompdf)",https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27264,https://j.mp/3uekM1h
NVD-NIST,"CVE-2021-27265 (foxit_reader, phantompdf)",https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27265,https://j.mp/3fyJYLT
NVD-NIST,"CVE-2021-27266 (foxit_reader, phantompdf)",https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27266,https://j.mp/31Silpj
NVD-NIST,"CVE-2021-27267 (foxit_reader, phantompdf)",https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27267,https://j.mp/3sJ9CkJ
NVD-NIST,"CVE-2021-27268 (foxit_reader, phantompdf)",https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27268,https://j.mp/39zJdON
NVD-NIST,"CVE-2021-27269 (foxit_reader, phantompdf)",https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27269,https://j.mp/3cG8Uza
NVD-NIST,"CVE-2021-27270 (foxit_reader, phantompdf)",https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27270,https://j.mp/3fyydVO
NVD-NIST,"CVE-2021-27271 (foxit_reader, phantompdf)",https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27271,https://j.mp/3ufBUUx
