feed,title,long_url,short_url
gNews,Safeguard Cyber Raises $45 Million; Eyes AI-powered Digital Risk Protection Market - AiThority,https://aithority.com/security/safeguard-cyber-raises-45-million/,https://j.mp/3wJIGUF
