feed,title,long_url,short_url
gNews,Canada Has Denounced Clearview AI; It's Time for the United States to Follow Suit - Council on Foreign Relations,https://www.cfr.org/blog/canada-has-denounced-clearview-ai-its-time-united-states-follow-suit,https://on.cfr.org/3pYKrZC
